id,url,title,genre,img,desc,key_word
924,https://webtoon.kakao.com/content/망치를-부수는-변호사/924,망치를 부수는 변호사,드라마,924.jpg,시골 다운타운에서 벌어지는 젊은 변호사의 미스테리 법정 드라마,"['미스테리한', '긴장감있는', '드라마', '수사물']"
927,https://webtoon.kakao.com/content/밤의-베란다/927,밤의 베란다,드라마,927.jpg,너도 나처럼 끊임 없이 절망하고 괴로워 했으면 좋겠어 날 이해 할 수 있게..,"['처절한', '슬픈', '드라마', '피폐물']"
929,https://webtoon.kakao.com/content/한성-1905/929,한성 1905,학원/판타지,929.jpg,1905년 제국수도 한성 검과 총이 충돌하는 본격 개화기 공상활극,"['긴장감있는', '몰입되는', '학원/판타지', '가상시대물']"
930,https://webtoon.kakao.com/content/아름다운-선/930,아름다운 선,로맨스,930.jpg,위대한 캣츠비 이후 10년의 기다림..그 애틋한 사랑의 두번째 이야기,"['따뜻한', '공감되는', '로맨스', '로맨틱코미디물']"
931,https://webtoon.kakao.com/content/3M/931,3M,드라마,931.jpg,연인에게로 가는 길을 잃고 헤매는 사람들의 사랑 이야기,"['따뜻한', '공감되는', '드라마', '로맨틱코미디물']"
932,https://webtoon.kakao.com/content/소소한가/932,소소한가,코믹/일상,932.jpg,가족들도 모르는 가족들의 진짜 이야기를 들려드립니다,"['따뜻한', '평온한', '코믹/일상', '에피소드물']"
933,https://webtoon.kakao.com/content/뽀짜툰/933,뽀짜툰,코믹/일상,933.jpg,가난한 자취초년생이던 2003년 봄날 예기치않게 두 아기고양이 뽀또와 짜구가 내게 왔다.  주변에선 “네 형편에 무슨 고양이냐”며 모두 만류하지만 이미 내게 온 두 생명을 최선을 다해 지키고싶다.   그리고 이듬해 지인의 회사창고에서 발견된 꼬물이 쪼꼬는 잠시 임시보호만 해주려다 결국 셋째로 눌러앉는다.   자취생활을 청산하여 부모님이 계신 집으로 돌아온 후 하나 둘 고양이가족은 더 늘어난다.   담벼락위에서 구해달라 울어대던 포비  골목길 한켠 아이스박스에서 발견한 꼬물이 봉구와 똥국자  동네 운동장에서 뜬금없이 만난 해맑은 꽁지.   그들과 만나고 살아가고 헤어지고... 십수 년 그렇게 이어지는 삶의 이야기,"['귀여운', '공감되는', '코믹/일상', '에피소드물']"
934,https://webtoon.kakao.com/content/은밀하게-위대하게-슬럼버/934,은밀하게 위대하게 : 슬럼버,액션/무협,934.jpg,은밀하고 위대했던 슬픈 혁명의 과거! 그들은 정말 무슨 생각을 했던걸까,"['긴장감있는', '몰입되는', '액션/무협', '전쟁물']"
935,https://webtoon.kakao.com/content/호구의-사랑/935,호구의 사랑,로맨스,935.jpg,나는 지금 제대로 된 사랑을 하고 있을까?,"['설레는', '공감되는', '로맨스', '로맨틱코미디물']"
937,https://webtoon.kakao.com/content/더-퀸-침묵의-교실/937,더 퀸 : 침묵의 교실,드라마,937.jpg,여왕이 지배하는 교실 우리는 정말 평등하기를 바라는가,"['긴장감있는', '미스테리한', '드라마', '범죄스릴러물']"
938,https://webtoon.kakao.com/content/루드비코의-만화일기/938,루드비코의 만화일기,코믹/일상,938.jpg,작가 루드비코의 솔직한 이야기..일상툰은 이런 것이다!,"['웃기는', '기발한', '코믹/일상', '에피소드물']"
940,https://webtoon.kakao.com/content/어제-오늘-그리고-내일/940,어제 오늘 그리고 내일,코믹/일상,940.jpg,하얗고 찰지구나~ 감수성 남다른 두부의 깨알 디테일 라이프,"['웃기는', '귀여운', '코믹/일상', '에피소드물']"
957,https://webtoon.kakao.com/content/지구-전세냈냐/957,지구 전세냈냐,코믹/일상,957.jpg,외계인들의 커밍아웃 시작! 지구 전세내셨어요?,"['웃기는', '기발한', '코믹/일상', '막장드라마']"
959,https://webtoon.kakao.com/content/삼풍/959,삼풍,드라마,959.jpg,1995년 6월 29일. 그들은 삼풍의 잔해 속에 묻혀 있었다.,"['슬픈', '처절한', '드라마', '재난물']"
963,https://webtoon.kakao.com/content/벼랑-끝의-디저트/963,벼랑 끝의 디저트,로맨스,963.jpg,안정된 사랑 혹은 순수한 사랑. .당신의 진실된 선택은?,"['설레는', '공감되는', '로맨스', '로맨틱코미디물']"
970,https://webtoon.kakao.com/content/오늘은-자체-휴강/970,오늘은 자체 휴강,코믹/일상,970.jpg,게으른 자 함부로 욕하지 말라. 너는 누구에게 한 번도 게으른 적이 없었느냐~,"['웃기는', '기발한', '코믹/일상', '에피소드물']"
971,https://webtoon.kakao.com/content/마녀/971,마녀,판타지 드라마,971.jpg,마녀라 불리는 여자를 사랑한 남자의 이야기,"['미스테리한', '슬픈', '판타지드라마', '범죄스릴러물']"
972,https://webtoon.kakao.com/content/쓸개/972,쓸개,드라마,972.jpg,어느 날 내게 대단한게 생겼다..바로 순금 370kg!,"['긴장감있는', '몰입되는', '드라마', '범죄스릴러물']"
974,https://webtoon.kakao.com/content/폐어/974,폐어,판타지 드라마,974.jpg,깊은 상처 이대로 사랑해도 되는 걸까?,"['가슴먹먹한', '환상적인', '판타지드라마', '새드무비']"
975,https://webtoon.kakao.com/content/아빠는-변태중/975,아빠는 변태중,드라마,975.jpg,평범한 회사원이었던 아빠 그런데 지금은? 다세대 주택에 사는 3세대가 벌이는 시트콤,"['웃기는', '기발한', '드라마', '성공성장물']"
976,https://webtoon.kakao.com/content/아메리칸-유령잭/976,아메리칸 유령잭,공포/스릴러,976.jpg,세상에서 가장 오싹한 유령 잭 하우스에귀신의 집 딸 마고은이 도전한다!,"['미스테리한', '긴장감있는', '공포/스릴러', '반전물']"
977,https://webtoon.kakao.com/content/미-앤-아이/977,미 앤 아이,드라마,977.jpg,세상 사람들이 똑같이 변해간다! 그 중 진짜를 찾아 사랑을 이뤄야 하는데. .,"['웃기는', '기발한', '드라마', '성공성장물']"
980,https://webtoon.kakao.com/content/기세기세2/980,기세기세2,학원/판타지,980.jpg,기네스 세계기록 세우기! 기상천외한 그 두번째 이야기!,"['기발한', '웃기는', '학원/판타지', '성공성장물']"
981,https://webtoon.kakao.com/content/설국열차-프리퀄/981,설국열차 : 프리퀄,판타지 드라마,981.jpg,17년째 궤도를 도는 열차의 탄생과 인류 마지막 살아남은 자들의 이야기,"['압도되는', '몰입되는', '판타지드라마', '재난물']"
982,https://webtoon.kakao.com/content/도깨비언덕에-왜-왔니/982,도깨비언덕에 왜 왔니?,판타지 드라마,982.jpg,엄마 아빠 없는 집에 그 녀석들이 나타나기 시작한다?,"['따뜻한', '감동적인', '판타지드라마', '성공성장물']"
998,https://webtoon.kakao.com/content/곱게-자란-자식/998,곱게 자란 자식,드라마,998.jpg,평범한 시골 소녀 이야기. .소녀만 평범한 그런 잔인한 이야기,"['슬픈', '처절한', '드라마', '전쟁물']"
999,https://webtoon.kakao.com/content/달세즈/999,달세즈,판타지 드라마,999.jpg,빛을 지닌 소년의 이야기 4월 웹툰리그 당선작,"['가슴먹먹한', '감동적인', '판타지드라마', '성공성장물']"
1000,https://webtoon.kakao.com/content/70/1000,70,액션/무협,1000.jpg,정전 70년 이후 내 나라 조국은 없다. 웹툰 최초 밀리터리 극화.,"['몰입되는', '긴장감있는', '액션/무협', '군대물']"
1001,https://webtoon.kakao.com/content/빌어먹을-것들/1001,빌어먹을 것들,드라마,1001.jpg,유쾌한 노숙자들의 살인사건 해결기 5회 다음만화공모전 장려상 수상,"['긴장감있는', '몰입되는', '드라마', '범죄스릴러물']"
1002,https://webtoon.kakao.com/content/1호선/1002,1호선,판타지 드라마,1002.jpg,5회 다음공모전 대상작. 폐허가 된 서울 그녀를 찾기 위해 1호선을 따라 걷는다,"['긴장감있는', '몰입되는', '판타지드라마', '재난물']"
1005,https://webtoon.kakao.com/content/하숙집-도로시/1005,하숙집 도로시,판타지 드라마,1005.jpg,하숙집에 엉겨서 살게 된 동화 속 주인공들..제발 다시 돌아가줘~,"['귀여운', '기발한', '판타지드라마', '차원이동물']"
1007,https://webtoon.kakao.com/content/명탐정-포우/1007,명탐정 포우,공포/스릴러,1007.jpg,풀리지 않는 사건의 실마리를 찾는 사설 탐정 사무소의 이야기,"['미스테리한', '뒤통수맞은듯한', '공포/스릴러', '수사물']"
1008,https://webtoon.kakao.com/content/동거/1008,동거,판타지 드라마,1008.jpg,어서와 이런 커플은 처음이지? 찌질한 자취생 뱀파이어 곰의 동거 생활,"['기발한', '개성있는', '판타지드라마', '동거물']"
1009,https://webtoon.kakao.com/content/공긔-엇더하니잇고/1009,공긔 엇더하니잇고,코믹/일상,1009.jpg,그래 결정했어! 나는 열심히 노력해서 공기학과를 갈거야!,"['기발한', '웃기는', '코믹/일상', '성공성장물']"
1011,https://webtoon.kakao.com/content/아네미아/1011,아네미아,공포/스릴러,1011.jpg,피가 모자란 사람들에 관한 4가지 단편 옴니버스,"['미스테리한', '긴장감있는', '공포/스릴러', '범죄스릴러물']"
1013,https://webtoon.kakao.com/content/꽃처럼-산다/1013,꽃처럼 산다,드라마,1013.jpg,20-30대가 폭풍공감할 꽃집에 얽힌 에피소드,"['따뜻한', '설레는', '드라마', '힐링물']"
1019,https://webtoon.kakao.com/content/은밀하게-위대하게2/1019,은밀하게 위대하게2,액션/무협,1019.jpg,은밀하게 위대하게 두 번째 침투가 시작된다! 은밀하게 위대하게 그리고 유일하게!,"['긴장감있는', '몰입되는', '액션/무협', '전쟁물']"
1023,https://webtoon.kakao.com/content/나의-빛나는-세계/1023,나의 빛나는 세계,로맨스,1023.jpg,사람이 두려운 한 소녀. 그리고 다가온 작은 빛. 피노키오 작가 신작,"['설레는', '따뜻한', '로맨스', '로맨틱코미디물']"
1024,https://webtoon.kakao.com/content/일진의-크기/1024,일진의 크기,학원/판타지,1024.jpg,화제의 작품 <일진의 크기>그 마지막 이야기 파이널!,"['통쾌한', '궁금하게하는', '학원/판타지', '복수물']"
1026,https://webtoon.kakao.com/content/저녁-같이-드실래요/1026,저녁 같이 드실래요?,로맨스,1026.jpg,나에게도 꽃미남 밥 친구를! 음식에 얽힌 두 남녀의 비밀스런 연애 이야기,"['설레는', '따뜻한', '로맨스', '로맨틱코미디물']"
1028,https://webtoon.kakao.com/content/부탁해요-이별귀/1028,부탁해요 이별귀,판타지 드라마,1028.jpg,연인들의 이별을 관장하는 귀신들의 특별한 커플 브레이킹! 과연 성공할 수 있을까?,"['기발한', '궁금하게하는', '판타지드라마', '로맨틱코미디물']"
1029,https://webtoon.kakao.com/content/즐거운-나의-집/1029,즐거운 나의 집,드라마,1029.jpg,서울대 다니는 나태한의 개인 다큐,"['미스테리한', '궁금하게하는', '드라마', '피폐물']"
1031,https://webtoon.kakao.com/content/묘진전/1031,묘진전,판타지 드라마,1031.jpg,하늘로 돌아가고 싶은 남자 묘진. 그와 얽힌 기묘한 이야기,"['긴장감있는', '미스테리한', '판타지드라마', '가상시대물']"
1032,https://webtoon.kakao.com/content/애프터눈-히어로즈/1032,애프터눈 히어로즈,학원/판타지,1032.jpg,1급 비밀. 한국형 소녀 히어로가 나타났다!,"['역동적인', '압도되는', '학원/판타지', '성장물']"
1037,https://webtoon.kakao.com/content/연무/1037,연무,드라마,1037.jpg,도시 전체가 숨죽인 화이트 아웃. 무조건 살아남아야한다. 삶은 계속되어야 한다.,"['미스테리한', '긴장감있는', '드라마', '재난물']"
1038,https://webtoon.kakao.com/content/부엉이-식당/1038,부엉이 식당,판타지 드라마,1038.jpg,귀신들이 영업하는 식당으로 초대합니다!,"['기발한', '궁금하게하는', '판타지드라마', '에피소드물']"
1039,https://webtoon.kakao.com/content/수의-계절/1039,수의 계절,판타지 드라마,1039.jpg,수없이 반복되는 계절 하지만 그가 있던 단 한 번의 계절,"['따뜻한', '미스테리한', '판타지드라마', '새드무비']"
1041,https://webtoon.kakao.com/content/로봇이-상냥해/1041,로봇이 상냥해,판타지 드라마,1041.jpg,2085년 화성의 밤 그녀를 지키려는자 구하려는 자,"['설레는', '기발한', '판타지드라마', '로맨틱코미디물']"
1047,https://webtoon.kakao.com/content/트레이스/1047,트레이스,학원/판타지,1047.jpg,어느 날 갑자기 세상에 나타나 인간들을 공격하는 정체불명의 존재 트러블!  트러블이 나타난 후 트러블에 맞서 싸울 수 있는 인간 능력자들이 나타나기 시작했다.   트러블 트레이스 인간.  각자 생존을 건 싸움이 시작된다.,"['압도되는', '몰입되는', '학원/판타지', '전쟁물']"
1052,https://webtoon.kakao.com/content/언더시티2/1052,언더시티2,학원/판타지,1052.jpg,가상현실게임 언더시티에서 위험에 빠진 유저들 무사히 로그아웃 할 수 있을 것인가,"['역동적인', '몰입되는', '학원/판타지', '레벨업물']"
1060,https://webtoon.kakao.com/content/육갑-여섯개의-갑/1060,육갑 : 여섯개의 갑,학원/판타지,1060.jpg,여긴 어디? 난 누구? 6명의 기억상실자 알고 보니 극강의 오감을 가졌다!,"['기발한', '궁금하게하는', '학원/판타지', '복수물']"
1063,https://webtoon.kakao.com/content/세자전/1063,세자전,드라마,1063.jpg,천운을 타고난 귀한집 자식. 조선시대 세자들의 치열한 경쟁!,"['긴장감있는', '궁금하게하는', '드라마', '암투물']"
1065,https://webtoon.kakao.com/content/에스탄시아-3/1065,에스탄시아 3,학원/판타지,1065.jpg,만화창작집단 풍경의 SF대작. 에스탄시아 세번째 이야기!,"['역동적인', '몰입되는', '학원/판타지', '가상시대물']"
1067,https://webtoon.kakao.com/content/순간/1067,순간,드라마,1067.jpg,평범한 일상에서도 심장이 움직이는 순간이 있습니다. 그 순간을 기억하시나요?,"['공감되는', '따뜻한', '드라마', '옴니버스물']"
1068,https://webtoon.kakao.com/content/양말도깨비/1068,양말도깨비,판타지 드라마,1068.jpg,양말이 한짝씩만 사라지나요? 당신의 집에도 도깨비가 있을지 몰라요~,"['따뜻한', '기발한', '판타지드라마', '힐링물']"
1070,https://webtoon.kakao.com/content/그녀와-32분의-1/1070,그녀와 32분의 1,드라마,1070.jpg,설레는 마음으로 맡은 첫 담임 그런데 우리 반은 뭔가 이상하다...?,"['웃기는', '기발한', '드라마', '성공성장물']"
1071,https://webtoon.kakao.com/content/꽃드림/1071,꽃드림,학원/판타지,1071.jpg,전쟁과 사막화로 황폐화된 근미래 하지만 그곳에도 꽃집은 있었다!,"['기발한', '궁금하게하는', '학원/판타지', '가상시대물']"
1072,https://webtoon.kakao.com/content/웰컴-투-고스트시티/1072,웰컴 투 고스트시티,판타지 드라마,1072.jpg,서울시 귀신특별자치구로 파견된 엘리트 공무원의 임무수행기!,"['기발한', '역동적인', '판타지드라마', '성공성장물']"
1073,https://webtoon.kakao.com/content/무武림수사대2/1073,무(武)림수사대2,액션/무협,1073.jpg,강호의 운명을 건 사투! 무림수사대 두번째 시즌 무황재림,"['압도되는', '역동적인', '액션/무협', '수사물']"
1075,https://webtoon.kakao.com/content/조난-에로로/1075,조난! 에로로,코믹/일상,1075.jpg,때로는 당황스럽게 때로는 흥분되게 영원히 곁에 있어줄 저돌적인 그가 옵니다.,"['기발한', '웃기는', '코믹/일상', '재난물']"
1077,https://webtoon.kakao.com/content/암묵적-동의/1077,암묵적 동의,판타지 드라마,1077.jpg,바이오공학이 발달한 근 미래 서울 그곳에 거대한 음모가 숨어있다!,"['기발한', '미스테리한', '판타지드라마', '가상시대물']"
1078,https://webtoon.kakao.com/content/유부녀의-탄생/1078,유부녀의 탄생,코믹/일상,1078.jpg,누구도 알려주지않은 결혼식 준비에 대한 리얼리티 카툰!,"['공감되는', '귀여운', '코믹/일상', '에피소드물']"
1086,https://webtoon.kakao.com/content/모르모트-인-더-시티/1086,모르모트 인 더 시티,코믹/일상,1086.jpg,개성 넘치는 모르모트들의 실험실 탈출 그러나 또 이상한 곳으로 와버린 듯?,"['웃기는', '기발한', '코믹/일상', '옴니버스물']"
1087,https://webtoon.kakao.com/content/셜록-여왕폐하의-탐정-1/1087,셜록 : 여왕폐하의 탐정 1,판타지 드라마,1087.jpg,19세기 가상의 국가에서 셜록 홈즈가 왓슨과 협력하여 각종 사건을 풀어나간다!,"['미스테리한', '궁금하게하는', '판타지드라마', '범죄스릴러물']"
1088,https://webtoon.kakao.com/content/포코알레그레토/1088,포코알레그레토,드라마,1088.jpg,시립교향악단과 함께하는 따뜻한 음악 이야기,"['따뜻한', '평온한', '드라마', '힐링물']"
1089,https://webtoon.kakao.com/content/멀리서-보면-푸른-봄/1089,멀리서 보면 푸른 봄,드라마,1089.jpg,왜 사람들은 해피엔딩이 아닌 걸 보고 현실적이라고 말할까? 고단한 청춘들의 하드보일드 드라마,"['처절한', '몰입되는', '드라마', '성장물']"
1090,https://webtoon.kakao.com/content/술꾼도시처녀들/1090,술꾼도시처녀들,코믹/일상,1090.jpg,술꾼들을 위한 본격 음주 일상툰. (경고 : 지나친 음주는 건강을 해칠 수 있습니다),"['공감되는', '웃기는', '코믹/일상', '힐링물']"
1091,https://webtoon.kakao.com/content/PT맨-강코치/1091,PT맨 강코치,드라마,1091.jpg,남자들이여 PT맨 강코치와 근육을 만들어봅시다.,"['유익한', '공감되는', '드라마', '성공성장물']"
1092,https://webtoon.kakao.com/content/신시/1092,신시,학원/판타지,1092.jpg,12개의 시간으로 세상을 지배하는 십이지신. 동물 신들의 버라이어티한 배틀!,"['역동적인', '압도되는', '학원/판타지', '전쟁물']"
1093,https://webtoon.kakao.com/content/여행해도-똑같네/1093,여행해도 똑같네,코믹/일상,1093.jpg,캐러멜 네온비 부부 동구와 자동차 여행을 떠나다!,"['귀여운', '공감되는', '코믹/일상', '에피소드물']"
1094,https://webtoon.kakao.com/content/상상고양이/1094,상상고양이,코믹/일상,1094.jpg,인간과 고양이... 같은 상황 다른 생각! 두둥!,"['귀여운', '따뜻한', '코믹/일상', '에피소드물']"
1095,https://webtoon.kakao.com/content/치삼만화/1095,치삼만화,코믹/일상,1095.jpg,웃대의 전설 치삼 5년만에 다음웹툰 입성,"['기발한', '웃기는', '코믹/일상', '에피소드물']"
1096,https://webtoon.kakao.com/content/장난감의-사정/1096,장난감의 사정,드라마,1096.jpg,철없는 장난으로 시작된 삼각관계. 너만 사라지면 돼,"['미스테리한', '긴장감있는', '드라마', '치정물']"
1097,https://webtoon.kakao.com/content/데미지-오버-타임/1097,데미지 오버 타임,공포/스릴러,1097.jpg,괴생명체 출현으로 고립된 군부대. 집단을 꾸려 살아보려는 이들의 운명은?,"['긴장감있는', '몰입되는', '공포/스릴러', '군대물']"
1098,https://webtoon.kakao.com/content/연애가-제일-쉬웠어요/1098,연애가 제일 쉬웠어요,로맨스,1098.jpg,말썽 피우면 호랑이한테 시집보낸다! 그 말 누가 믿냐고? 뒷산에 살던 호랑이가 믿죠,"['설레는', '발랄한', '로맨스', '로맨틱코미디물']"
1100,https://webtoon.kakao.com/content/들숨날숨/1100,들숨날숨,판타지 드라마,1100.jpg,죽음을 그리는 한 남자의 이야기,"['미스테리한', '궁금하게하는', '판타지드라마', '성공성장물']"
1102,https://webtoon.kakao.com/content/슈퍼스타-마광길/1102,슈퍼스타 마광길,코믹/일상,1102.jpg,무엇을 상상하든 그 이상을 보게된다. 신개념 병맛 판타지액션드라마,"['기발한', '웃기는', '코믹/일상', '가상시대물']"
1104,https://webtoon.kakao.com/content/동네의사-닥터쿡/1104,동네의사 닥터쿡,드라마,1104.jpg,동네의사 동강과 요리사 봉식의 좌충우돌 시끌벅적한 동거가 시작된다.,"['기발한', '웃기는', '드라마', '성공성장물']"
1105,https://webtoon.kakao.com/content/레테/1105,레테,판타지 드라마,1105.jpg,레테를 건너기 전 모든 것을 기억하고 있는 그녀를 찾아야한다!,"['미스테리한', '슬픈', '판타지드라마', '로드무비']"
1107,https://webtoon.kakao.com/content/타고난-사람들/1107,타고난 사람들,판타지 드라마,1107.jpg,돈은 안 되지만 살기엔 편한 무엇을 타고난 사람들~,"['기발한', '설레는', '판타지드라마', '로맨틱코미디물']"
1108,https://webtoon.kakao.com/content/살생부/1108,살생부,학원/판타지,1108.jpg,조선초 단종복위운동을 배경으로 한 하드코어 액션사극. Daum만화공모대전 대상작,"['압도되는', '몰입되는', '학원/판타지', '복수물']"
1109,https://webtoon.kakao.com/content/파인/1109,파인,드라마,1109.jpg,범죄자들을 모아 신안앞바다 보물을 도굴하려는 근면성실 악당 이야기,"['긴장감있는', '압도되는', '드라마', '범죄스릴러물']"
1110,https://webtoon.kakao.com/content/하윤의-죄/1110,하윤의 죄,공포/스릴러,1110.jpg,동급생을 죽인 소년 그리고 소년을 추격하는 형사의 충격 스토리,"['미스테리한', '긴장감있는', '공포/스릴러', '범죄스릴러물']"
1113,https://webtoon.kakao.com/content/하푸하푸/1113,하푸하푸,코믹/일상,1113.jpg,애교가 부족할때 보세요 혀가 짧아지는 만화,"['웃기는', '귀여운', '코믹/일상', '힐링물']"
1114,https://webtoon.kakao.com/content/점핑걸/1114,점핑걸,드라마,1114.jpg,XX녀 현대판 마녀사냥을 당한 그녀들의 엽기발랄 생존기,"['설레는', '공감되는', '드라마', '로맨틱코미디물']"
1116,https://webtoon.kakao.com/content/그놈은-여고생/1116,그놈은 여고생,코믹/일상,1116.jpg,최강'이라 불린 고등학생 최강배. 그가 치마를 입고 여학생이 된 이유는?,"['웃기는', '통쾌한', '코믹/일상', '남장여자물']"
1117,https://webtoon.kakao.com/content/귀신/1117,귀신,공포/스릴러,1117.jpg,1924년 북한산. 신이 되고자 했던 그 것은 그 날 죽어야 했다,"['등골오싹한', '긴장감있는', '공포/스릴러', '빙의물']"
1118,https://webtoon.kakao.com/content/관찰인간/1118,관찰인간,공포/스릴러,1118.jpg,이사 온 옆집 남자가 수상하다. 아귀 작가 신작,"['미스테리한', '긴장감있는', '공포/스릴러', '재난물']"
1119,https://webtoon.kakao.com/content/계마로의-블로그/1119,계마로의 블로그,코믹/일상,1119.jpg,귀여움의 대명사 웰시코기와 하우스 쉐어! 이 개.. 아니 이분과 잘 지낼 수 있을까?,"['귀여운', '웃기는', '코믹/일상', '에피소드물']"
1121,https://webtoon.kakao.com/content/홍도/1121,홍도,액션/무협,1121.jpg,동양 판타지. Daum 온라인 만화공모대전 우수상 수상작,"['역동적인', '압도되는', '액션/무협', '로드무비']"
1122,https://webtoon.kakao.com/content/부암동-복수자-소셜클럽/1122,부암동 복수자 소셜클럽,드라마,1122.jpg,평범한 세 여자의 특별한 복수. Daum 온라인 만화공모대전 장려상 수상,"['분노유발', '몰입되는', '드라마', '복수물']"
1123,https://webtoon.kakao.com/content/도대체-무슨-일이야/1123,도대체 무슨 일이야,로맨스,1123.jpg,열살 소녀가 되어 버린 안나와 연하남 일우의 기상천외한 동거,"['귀여운', '따뜻한', '로맨스', '육아물']"
1130,https://webtoon.kakao.com/content/못-잡아먹어-안달/1130,못 잡아먹어 안달,코믹/일상,1130.jpg,쌍둥이 남매의 대수롭지 않은 일상,"['웃기는', '통쾌한', '코믹/일상', '에피소드물']"
1132,https://webtoon.kakao.com/content/좋아하면-울리는/1132,좋아하면 울리는,판타지 드라마,1132.jpg,지금 당신의 반경 10m 안에 당신을 좋아하는 사람이 있습니다,"['설레는', '몰입되는', '판타지드라마', '연애물']"
1133,https://webtoon.kakao.com/content/유치원의-하루/1133,유치원의 하루,코믹/일상,1133.jpg,귀여운 아이들의 유치원 일상,"['귀여운', '웃기는', '코믹/일상', '에피소드물']"
1135,https://webtoon.kakao.com/content/게임회사-여직원들/1135,게임회사 여직원들,코믹/일상,1135.jpg,게임을 만드는 여직원들의 게임같은 이야기,"['공감되는', '귀여운', '코믹/일상', '에피소드물']"
1137,https://webtoon.kakao.com/content/이게뭐야/1137,이게뭐야,코믹/일상,1137.jpg,평범하지만 평범하지 않은 두 남자의 이야기,"['공감되는', '귀여운', '코믹/일상', '에피소드물']"
1138,https://webtoon.kakao.com/content/어벤져스-일렉트릭-레인/1138,어벤져스 : 일렉트릭 레인,학원/판타지,1138.jpg,전세계 최초 마블 공식 웹툰 <어벤져스 : 일렉트릭 레인> 다음 독점 연재,"['역동적인', '통쾌한', '학원/판타지', '재난물']"
1140,https://webtoon.kakao.com/content/일단-질러-질렐루야/1140,일단 질러! 질렐루야,코믹/일상,1140.jpg,사회초년생 개나리와 퇴사 후 프리랜서가 된 닭둘이의  소소한 지름 일상.   생활의 질을 높여주는 꿀팁 용품부터  지친 하루를 달래줄 힐링 물건까지  일단 지르고 본다!   등장하는 지름 물건들은  아무런 협찬없이 작가의 지갑에서 나온 것 입니다~,"['공감되는', '유익한', '코믹/일상', '지식정보']"
1141,https://webtoon.kakao.com/content/왈퐈/1141,왈퐈,드라마,1141.jpg,그가 죽었다.. 그리고 시작된 시아버지와 며느리의 합작 복수극!,"['분노유발', '통쾌한', '드라마', '복수물']"
1144,https://webtoon.kakao.com/content/더-헌터/1144,더 헌터,액션/무협,1144.jpg,임진왜란의 처절한 게릴라 혈투 ‘무등산 매'와 함께 왜군에 맞서다!,"['역동적인', '처절한', '액션/무협', '복수물']"
1145,https://webtoon.kakao.com/content/시동/1145,시동,드라마,1145.jpg,가출청소년의 어설픈 세상 적응기,"['공감되는', '몰입되는', '드라마', '성공성장물']"
1146,https://webtoon.kakao.com/content/에이스-하이/1146,에이스 하이,코믹/일상,1146.jpg,4년 만에 돌아온 J.J. 이번에는 출격할 것인가,"['웃기는', '공감되는', '코믹/일상', '군대물']"
1159,https://webtoon.kakao.com/content/스타캣의-힐링툰/1159,스타캣의 힐링툰,코믹/일상,1159.jpg,지친 당신을 스타캣이 살포시 안아드릴게요.,"['따뜻한', '공감되는', '코믹/일상', '힐링물']"
1164,https://webtoon.kakao.com/content/마샬아츠/1164,마샬아츠,액션/무협,1164.jpg,부산에서 전학 온 문제아 황민도가 종합격투기에 도전하는 청춘 열혈 스포츠 만화!,"['역동적인', '몰입되는', '액션/무협', '성공성장물']"
1165,https://webtoon.kakao.com/content/괴담콜렉터/1165,괴담콜렉터,공포/스릴러,1165.jpg,돈 많은 사이코패스를 감동시킬만한 이야기는 무엇일까?,"['미스테리한', '등골오싹한', '공포/스릴러', '에피소드물']"
1170,https://webtoon.kakao.com/content/찡한-일상단편/1170,찡한 일상단편,드라마,1170.jpg,하루하루가 찡한 나와 내 친구 가족의 공감 일상,"['공감되는', '따뜻한', '드라마', '힐링물']"
1172,https://webtoon.kakao.com/content/아스팔트-정원/1172,아스팔트 정원,드라마,1172.jpg,예전의 지위를 되찾기 위해 분투하는 소녀의 이야기,"['가슴먹먹한', '염세적인', '드라마', '캠퍼스물']"
1173,https://webtoon.kakao.com/content/잡초-이야기-LIVE/1173,잡초 이야기 : LIVE,코믹/일상,1173.jpg,나는 죽지 않는다. 묵묵히 살아갈 뿐..,"['웃기는', '귀여운', '코믹/일상', '에피소드물']"
1174,https://webtoon.kakao.com/content/까칠한-임작가의-만화그리기/1174,까칠한 임작가의 만화그리기,코믹/일상,1174.jpg,슈퍼우먼 PEAK 임강혁 작가의 소소한 그림 팁!,"['유익한', '웃기는', '코믹/일상', '지식정보']"
1176,https://webtoon.kakao.com/content/아띠아띠/1176,아띠아띠,코믹/일상,1176.jpg,너는 나를 얼만큼 사랑하니?,"['따뜻한', '감동적인', '코믹/일상', '힐링물']"
1178,https://webtoon.kakao.com/content/안녕-바북아/1178,안녕! 바북아,코믹/일상,1178.jpg,평생을 함께 할 수 있는 반려동물 바북이 이야기,"['귀여운', '따뜻한', '코믹/일상', '힐링물']"
1180,https://webtoon.kakao.com/content/국민사형투표/1180,국민사형투표,공포/스릴러,1180.jpg,어느 날 당신에게 도착한 국민사형투표 문자. 당신의 선택은?,"['기발한', '몰입되는', '공포/스릴러', '복수물']"
1183,https://webtoon.kakao.com/content/무빙/1183,무빙,판타지 드라마,1183.jpg,남들이 모르는 비밀을 간직하고 있는 고등학생. 그리고 그 부모들의 이야기. 소년소녀들의 성장기.,"['몰입되는', '역동적인', '판타지드라마', '성공성장물']"
